SKU,Week_Start,Forecast_Units
SKU014,2026-01-26,116.80783340216873
SKU014,2026-02-02,115.68894998435745
SKU014,2026-02-09,133.5906861777891
SKU014,2026-02-16,133.82540775201053
SKU014,2026-02-23,139.19592364695532
SKU014,2026-03-02,142.39437040510694
SKU014,2026-03-09,149.40039413582153
SKU014,2026-03-16,148.16534979134366
SKU014,2026-03-23,150.67367802555867
SKU014,2026-03-30,153.72390191713174
SKU015,2026-01-12,26.181402861554243
SKU015,2026-01-19,22.693371211585248
SKU015,2026-01-26,25.13076706270485
SKU015,2026-02-02,23.50893634445418
SKU015,2026-02-09,25.792872068895367
SKU015,2026-02-16,25.238478567175605
SKU015,2026-02-23,26.79126488427087
SKU015,2026-03-02,25.806112887063552
SKU015,2026-03-09,26.69225049479325
SKU015,2026-03-16,25.67635425858288
SKU015,2026-03-23,25.463344001134573
SKU015,2026-03-30,25.339299718825686
SKU016,2026-01-12,85.02680818153722
SKU016,2026-01-19,74.5170539442204
SKU016,2026-01-26,87.0272639578428
SKU016,2026-02-02,84.56849997138563
SKU016,2026-02-09,90.7126722916276
SKU016,2026-02-16,83.91134498519065
SKU016,2026-02-23,89.27269895823584
SKU016,2026-03-02,91.83569166725117
SKU016,2026-03-09,91.9789173981458
SKU016,2026-03-16,91.04690174581975
SKU016,2026-03-23,88.83670629342058
SKU016,2026-03-30,88.60986615161968
SKU017,2026-01-12,88.42475027591169
SKU017,2026-01-19,88.70711489972416
SKU017,2026-01-26,92.59372030684669
SKU017,2026-02-02,93.30046717511529
SKU017,2026-02-09,95.49566661560925
SKU017,2026-02-16,97.10461093664058
SKU017,2026-02-23,101.94833614002978
SKU017,2026-03-02,103.90989369867857
SKU017,2026-03-09,110.29511020405259
SKU017,2026-03-16,109.66944857696964
SKU017,2026-03-23,113.40175907824671
SKU017,2026-03-30,117.92255060089681
SKU018,2026-01-12,130.14128040356755
SKU018,2026-01-19,147.4859595571195
SKU018,2026-01-26,146.7647088498643
SKU018,2026-02-02,136.47790610655323
SKU018,2026-02-09,155.5073078026554
SKU018,2026-02-16,165.36709366969004
SKU018,2026-02-23,158.01221178227442
SKU018,2026-03-02,164.9461224084653
SKU018,2026-03-09,180.86393148493462
SKU018,2026-03-16,187.89312773394832
SKU018,2026-03-23,193.29218637228846
SKU018,2026-03-30,174.67532390695447
SKU019,2026-01-12,97.59303084471499
SKU019,2026-01-19,96.13704458964786
SKU019,2026-01-26,101.56681622926705
SKU019,2026-02-02,100.01391125318177
SKU019,2026-02-09,100.59139099147833
SKU019,2026-02-16,104.13327374489965
SKU019,2026-02-23,105.65071009469516
SKU019,2026-03-02,104.65392484753343
SKU019,2026-03-09,117.01075374415463
SKU019,2026-03-16,122.71121348387462
SKU019,2026-03-23,122.31324425541052
SKU019,2026-03-30,123.99444943219439
SKU020,2026-01-12,81.8464597079933
SKU020,2026-01-19,83.06912415797419
SKU020,2026-01-26,86.09140176148615
SKU020,2026-02-02,84.65779640758578
SKU020,2026-02-09,86.9072032240953
SKU020,2026-02-16,89.88220288487018
SKU020,2026-02-23,88.56334494193436
SKU020,2026-03-02,90.49846471518427
SKU020,2026-03-09,92.03640543194328
SKU020,2026-03-16,89.19579479705521
SKU020,2026-03-23,88.13086420037072
SKU020,2026-03-30,87.18640444141197
SKU021,2026-01-12,42.7809215897733
SKU021,2026-01-19,39.99016931910557
SKU021,2026-01-26,39.44106202562829
SKU021,2026-02-02,40.71407041362236
SKU021,2026-02-09,42.22620495037044
SKU021,2026-02-16,41.769878923588095
SKU021,2026-02-23,41.69343094002531
SKU021,2026-03-02,45.380576148928554
SKU021,2026-03-09,45.40842402300413
SKU021,2026-03-16,46.579688689849675
SKU021,2026-03-23,48.32091117069263
SKU021,2026-03-30,48.158296522444154
SKU022,2026-01-12,68.77393808505637
SKU022,2026-01-19,65.59159104211544
SKU022,2026-01-26,70.294348182599
SKU022,2026-02-02,70.09023802288137
SKU022,2026-02-09,76.22000801654487
SKU022,2026-02-16,79.1496724831341
SKU022,2026-02-23,79.2743601096684
SKU022,2026-03-02,75.82918190569534
SKU022,2026-03-09,78.76038822648587
SKU022,2026-03-16,84.81755454037891
SKU022,2026-03-23,80.6534866372008
SKU022,2026-03-30,79.7503091757813
SKU023,2026-01-12,93.31008556362553
SKU023,2026-01-19,90.512808644221
SKU023,2026-01-26,86.87484534298218
SKU023,2026-02-02,96.24419536186097
SKU023,2026-02-09,101.60222407779949
SKU023,2026-02-16,99.27180420436403
SKU023,2026-02-23,102.20538362756656
SKU023,2026-03-02,105.68469793519283
SKU023,2026-03-09,107.74152379088305
SKU023,2026-03-16,118.23230291769241
SKU023,2026-03-23,119.71556195221613
SKU023,2026-03-30,120.94082103057043
SKU024,2026-01-12,74.67214805731975
SKU024,2026-01-19,74.2386192273493
SKU024,2026-01-26,72.93846318977278
SKU024,2026-02-02,78.65385281487944
SKU024,2026-02-09,78.29816364719838
SKU024,2026-02-16,83.28938222734861
SKU024,2026-02-23,85.86960336137001
SKU024,2026-03-02,85.65771443924228
SKU024,2026-03-09,88.9264387086543
SKU024,2026-03-16,90.22822176908431
SKU024,2026-03-23,91.26033315879918
SKU024,2026-03-30,90.99139218692551
SKU025,2026-01-12,20.265800833859185
SKU025,2026-01-19,20.012591807617483
SKU025,2026-01-26,21.06384753260311
SKU025,2026-02-02,20.81254818648852
SKU025,2026-02-09,21.193039596536718
SKU025,2026-02-16,20.853466491163406
SKU025,2026-02-23,20.853466491163406
SKU025,2026-03-02,21.618651726613766
SKU025,2026-03-09,20.362239317431726
SKU025,2026-03-16,20.960534052805496
SKU025,2026-03-23,21.994445808114502
SKU025,2026-03-30,20.425038776189904
SKU026,2026-01-12,119.95142971252986
SKU026,2026-01-19,128.43278947466828
SKU026,2026-01-26,136.31452487617074
SKU026,2026-02-02,134.3340344250136
SKU026,2026-02-09,140.98040109131318
SKU026,2026-02-16,144.3839057979286
SKU026,2026-02-23,157.59390488157473
SKU026,2026-03-02,162.0393449340952
SKU026,2026-03-09,165.59877150727988
SKU026,2026-03-16,161.3320125984802
SKU026,2026-03-23,176.70477210305924
SKU026,2026-03-30,178.50900718450174
SKU027,2026-01-12,141.41926847505493
SKU027,2026-01-19,144.23888440659104
SKU027,2026-01-26,145.75178238763567
SKU027,2026-02-02,136.7613911789529
SKU027,2026-02-09,157.62064554318897
SKU027,2026-02-16,165.26283043651017
SKU027,2026-02-23,160.88133635908312
SKU027,2026-03-02,164.77460101342848
SKU027,2026-03-09,180.76984028598872
SKU027,2026-03-16,188.31304058766568
SKU027,2026-03-23,182.06027243683488
SKU027,2026-03-30,172.92540276093968
SKU028,2026-01-12,32.96746890927027
SKU028,2026-01-19,29.410462140063682
SKU028,2026-01-26,32.12161602210569
SKU028,2026-02-02,32.741340247863434
SKU028,2026-02-09,34.52721768702024
SKU028,2026-02-16,34.4538632755498
SKU028,2026-02-23,36.8832344894778
SKU028,2026-03-02,37.08099927904769
SKU028,2026-03-09,37.29425396418594
SKU028,2026-03-16,36.05120329542908
SKU028,2026-03-23,36.089812158011746
SKU028,2026-03-30,36.189163052846745
SKU029,2026-01-12,95.87205530693906
SKU029,2026-01-19,95.85528890675755
SKU029,2026-01-26,93.85049420197207
SKU029,2026-02-02,96.6429739511819
SKU029,2026-02-09,102.64639797260595
SKU029,2026-02-16,105.11461378973155
SKU029,2026-02-23,106.03213829152824
SKU029,2026-03-02,103.75095105718383
SKU029,2026-03-09,115.71931454779212
SKU029,2026-03-16,116.69505177483123
SKU029,2026-03-23,122.27946806411758
SKU029,2026-03-30,120.67935690594628
SKU030,2026-01-12,32.37252569611751
SKU030,2026-01-19,28.36539908568555
SKU030,2026-01-26,30.732763043307635
SKU030,2026-02-02,30.768313584382565
SKU030,2026-02-09,32.14269995030894
SKU030,2026-02-16,31.292164428538012
SKU030,2026-02-23,32.85094549922998
SKU030,2026-03-02,33.28159023442673
SKU030,2026-03-09,31.955553065725883
SKU030,2026-03-16,31.03815409162844
SKU030,2026-03-23,31.269934703679358
SKU030,2026-03-30,31.145890421370463
SKU031,2026-01-12,112.0265053366178
SKU031,2026-01-19,114.44176553395332
SKU031,2026-01-26,109.06094130164166
SKU031,2026-02-02,103.0837056718237
SKU031,2026-02-09,124.59200595175537
SKU031,2026-02-16,130.8686651855251
SKU031,2026-02-23,123.08210376089563
SKU031,2026-03-02,124.69475823529574
SKU031,2026-03-09,136.98932342467356
SKU031,2026-03-16,131.47716347134028
SKU031,2026-03-23,133.5898685129756
SKU031,2026-03-30,135.90492461973497
SKU032,2026-01-12,55.472122432240795
SKU032,2026-01-19,57.7138877504214
SKU032,2026-01-26,59.834118531802176
SKU032,2026-02-02,56.26909506277405
SKU032,2026-02-09,66.98561209857408
SKU032,2026-02-16,60.470916655637694
SKU032,2026-02-23,69.62882562007326
SKU032,2026-03-02,69.27527822870819
SKU032,2026-03-09,69.25907446514474
SKU032,2026-03-16,78.897078985213
SKU032,2026-03-23,75.29777575810371
SKU032,2026-03-30,68.06964538435327
SKU033,2026-01-12,102.00229001226015
SKU033,2026-01-19,102.96301394643251
SKU033,2026-01-26,105.13527784801416
SKU033,2026-02-02,107.91924618638215
SKU033,2026-02-09,115.95867300521864
SKU033,2026-02-16,120.39407825972883
SKU033,2026-02-23,121.18505773953706
SKU033,2026-03-02,127.05750634259135
SKU033,2026-03-09,129.01019349101128
SKU033,2026-03-16,134.3963046658704
SKU033,2026-03-23,133.46323998748645
SKU033,2026-03-30,135.49496050948065
SKU034,2026-01-12,106.64637963394256
SKU034,2026-01-19,109.33275599706278
SKU034,2026-01-26,111.38929339873306
SKU034,2026-02-02,108.47228847125658
SKU034,2026-02-09,117.79792258663312
SKU034,2026-02-16,126.61844666836583
SKU034,2026-02-23,127.84275873033755
SKU034,2026-03-02,126.45222005695427
SKU034,2026-03-09,138.9755044395115
SKU034,2026-03-16,132.03324575417395
SKU034,2026-03-23,135.01988875919264
SKU034,2026-03-30,145.4950282536768
SKU035,2026-01-12,117.5237186197772
SKU035,2026-01-19,123.82202066172839
SKU035,2026-01-26,123.66321752086647
SKU035,2026-02-02,118.20433432351666
SKU035,2026-02-09,134.55247015953188
SKU035,2026-02-16,143.65015372760033
SKU035,2026-02-23,139.86002565031248
SKU035,2026-03-02,141.6338648168546
SKU035,2026-03-09,156.26108461843103
SKU035,2026-03-16,155.87479496171366
SKU035,2026-03-23,155.57755986083438
SKU035,2026-03-30,153.34337754345626
SKU036,2026-01-12,31.92081379018085
SKU036,2026-01-19,29.361651728811655
SKU036,2026-01-26,30.0609725793163
SKU036,2026-02-02,30.529803450006273
SKU036,2026-02-09,32.09630344379839
SKU036,2026-02-16,32.288417071664135
SKU036,2026-02-23,32.80454899271943
SKU036,2026-03-02,32.452198303933265
SKU036,2026-03-09,31.909156559215333
SKU036,2026-03-16,30.991757585117888
SKU036,2026-03-23,30.944541919853084
SKU036,2026-03-30,31.6034930615271
SKU037,2026-01-12,117.50974362662426
SKU037,2026-01-19,136.1243575723738
SKU037,2026-01-26,132.84272032090868
SKU037,2026-02-02,138.5760694876073
SKU037,2026-02-09,143.1327852571814
SKU037,2026-02-16,159.95407908512718
SKU037,2026-02-23,153.56053968017974
SKU037,2026-03-02,153.87221608793323
SKU037,2026-03-09,160.83501998109458
SKU037,2026-03-16,165.50521953967558
SKU037,2026-03-23,158.96813977866177
SKU037,2026-03-30,159.30281502851022
SKU038,2026-01-12,44.932899965393936
SKU038,2026-01-19,46.57551263113333
SKU038,2026-01-26,46.3336623413963
SKU038,2026-02-02,45.236311143388384
SKU038,2026-02-09,47.50563831146381
SKU038,2026-02-16,48.084180348986884
SKU038,2026-02-23,48.084180348986884
SKU038,2026-03-02,48.35782279810737
SKU038,2026-03-09,49.79512145152873
SKU038,2026-03-16,54.07275965483449
SKU038,2026-03-23,53.181089822378546
SKU038,2026-03-30,48.27767125802606
SKU039,2026-01-12,21.79249572679349
SKU039,2026-01-19,19.589884397991764
SKU039,2026-01-26,21.024339157512504
SKU039,2026-02-02,21.911688430394953
SKU039,2026-02-09,21.285130543014663
SKU039,2026-02-16,22.065558546157128
SKU039,2026-02-23,21.174570009013216
SKU039,2026-03-02,23.075796457098374
SKU039,2026-03-09,22.141949958611125
SKU039,2026-03-16,20.931825285029515
SKU039,2026-03-23,21.893295064205024
SKU039,2026-03-30,20.628139904770844
SKU040,2026-01-12,87.0715680194175
SKU040,2026-01-19,92.99862045416414
SKU040,2026-01-26,93.04831527963795
SKU040,2026-02-02,92.92564490393866
SKU040,2026-02-09,95.5894578002903
SKU040,2026-02-16,99.56202168004957
SKU040,2026-02-23,99.64508303852901
SKU040,2026-03-02,105.91644101555465
SKU040,2026-03-09,112.59769846888975
SKU040,2026-03-16,120.16550886651298
SKU040,2026-03-23,120.56264293774085
SKU040,2026-03-30,119.97752373850236
SKU041,2026-01-12,72.01030155237072
SKU041,2026-01-19,69.47917940922521
SKU041,2026-01-26,68.57249952412802
SKU041,2026-02-02,70.83639820805747
SKU041,2026-02-09,76.80277931530848
SKU041,2026-02-16,75.08798720500027
SKU041,2026-02-23,82.26384763964687
SKU041,2026-03-02,83.44049612313017
SKU041,2026-03-09,89.2240579215919
SKU041,2026-03-16,87.3997709638792
SKU041,2026-03-23,83.82131390663059
SKU041,2026-03-30,87.47611521633073
SKU042,2026-01-12,115.92722535345828
SKU042,2026-01-19,131.19937390290372
SKU042,2026-01-26,133.9110413897608
SKU042,2026-02-02,131.5773225876891
SKU042,2026-02-09,138.11786775625484
SKU042,2026-02-16,148.84565097103362
SKU042,2026-02-23,156.77306081933347
SKU042,2026-03-02,159.9703201784724
SKU042,2026-03-09,159.05490343507503
SKU042,2026-03-16,159.081989089487
SKU042,2026-03-23,166.51750093533548
SKU042,2026-03-30,171.41562530743786
SKU043,2026-01-12,122.21981001789464
SKU043,2026-01-19,129.10855734217375
SKU043,2026-01-26,135.98228747654753
SKU043,2026-02-02,128.99362164976117
SKU043,2026-02-09,137.81563939853737
SKU043,2026-02-16,146.23945660470568
SKU043,2026-02-23,157.07666150288637
SKU043,2026-03-02,156.93781700219193
SKU043,2026-03-09,159.61847746507593
SKU043,2026-03-16,160.69364372823307
SKU043,2026-03-23,167.2423461006295
SKU043,2026-03-30,176.7085500211705
SKU044,2026-01-12,59.31754082049736
SKU044,2026-01-19,57.587135526446595
SKU044,2026-01-26,60.09696877928002
SKU044,2026-02-02,53.96775782407567
SKU044,2026-02-09,61.942858651978035
SKU044,2026-02-16,56.206994833912404
SKU044,2026-02-23,66.60973874762509
SKU044,2026-03-02,62.83324101439184
SKU044,2026-03-09,76.31709681349965
SKU044,2026-03-16,71.74630149635196
SKU044,2026-03-23,72.13938553268048
SKU044,2026-03-30,71.64218199670287
SKU045,2026-01-12,126.92939232267653
SKU045,2026-01-19,129.71015868774526
SKU045,2026-01-26,139.5318642177859
SKU045,2026-02-02,129.6793295543159
SKU045,2026-02-09,143.31961982097133
SKU045,2026-02-16,145.60538662583153
SKU045,2026-02-23,155.40998523204544
SKU045,2026-03-02,152.7184326899594
SKU045,2026-03-09,159.7802870526231
SKU045,2026-03-16,159.9674596365405
SKU045,2026-03-23,158.6025728177526
SKU045,2026-03-30,156.08495287175234
SKU046,2026-01-12,54.28901263672162
SKU046,2026-01-19,50.00975547034643
SKU046,2026-01-26,51.649713807951045
SKU046,2026-02-02,47.81855229610494
SKU046,2026-02-09,54.771418427916714
SKU046,2026-02-16,54.74736837534685
SKU046,2026-02-23,54.74736837534685
SKU046,2026-03-02,54.66186574427087
SKU046,2026-03-09,55.834992313813046
SKU046,2026-03-16,55.413636390308106
SKU046,2026-03-23,54.44545262865962
SKU046,2026-03-30,53.32845483481715
SKU047,2026-01-12,95.66169914841586
SKU047,2026-01-19,82.00931901631888
SKU047,2026-01-26,90.43818599263247
SKU047,2026-02-02,95.620521551638
SKU047,2026-02-09,99.69216026975371
SKU047,2026-02-16,97.17938500813774
SKU047,2026-02-23,102.94530346581394
SKU047,2026-03-02,104.473724119451
SKU047,2026-03-09,109.96292650224913
SKU047,2026-03-16,117.48713790420929
SKU047,2026-03-23,116.86182011125565
SKU047,2026-03-30,119.24599674448963
SKU048,2026-01-12,46.066245860269696
SKU048,2026-01-19,43.079538909130854
SKU048,2026-01-26,41.19727009061076
SKU048,2026-02-02,39.905133420372536
SKU048,2026-02-09,43.60214329788575
SKU048,2026-02-16,43.469067667127284
SKU048,2026-02-23,45.97041027498342
SKU048,2026-03-02,47.13933320555953
SKU048,2026-03-09,49.449382355764634
SKU048,2026-03-16,50.035838833568235
SKU048,2026-03-23,52.15981906037665
SKU048,2026-03-30,52.52064454160813
SKU049,2026-01-12,135.58455958893109
SKU049,2026-01-19,137.2768689637145
SKU049,2026-01-26,145.1459593404514
SKU049,2026-02-02,135.43127776197173
SKU049,2026-02-09,158.69254970721144
SKU049,2026-02-16,167.94301461955408
SKU049,2026-02-23,161.38715140593558
SKU049,2026-03-02,161.34085821761292
SKU049,2026-03-09,180.80706143172893
SKU049,2026-03-16,180.86347194101077
SKU049,2026-03-23,184.69199326315334
SKU049,2026-03-30,187.94359329120329
SKU050,2026-01-12,36.12631040100506
SKU050,2026-01-19,34.45748738978055
SKU050,2026-01-26,35.32452608081707
SKU050,2026-02-02,34.83478768046763
SKU050,2026-02-09,37.72009444228996
SKU050,2026-02-16,38.49729532950094
SKU050,2026-02-23,37.82351443860706
SKU050,2026-03-02,38.30805080533637
SKU050,2026-03-09,38.72342807869707
SKU050,2026-03-16,37.77030711428352
SKU050,2026-03-23,37.34080619110731
SKU050,2026-03-30,37.128885302737366
