Date,SKU,Units_Sold,Revenue,Price,Promotion,Year,Month,Day,Day_of_Week,Is_Weekend,ISO_Week,Year_Week,Calculated_Revenue,Is_Zero_Sales
2024-01-01,SKU042,22,202374.26,9198.83,0,2024,1,1,Monday,0,1,2024-W01,202374.26,0
2024-01-01,SKU043,21,183661.17,8745.77,0,2024,1,1,Monday,0,1,2024-W01,183661.17,0
2024-01-01,SKU044,8,43298.24,5412.28,0,2024,1,1,Monday,0,1,2024-W01,43298.24,0
2024-01-01,SKU045,28,214949.84,7676.78,0,2024,1,1,Monday,0,1,2024-W01,214949.84,0
2024-01-01,SKU046,7,50228.78,7175.54,0,2024,1,1,Monday,0,1,2024-W01,50228.78,0
2024-01-01,SKU047,21,166702.62,7938.22,0,2024,1,1,Monday,0,1,2024-W01,166702.62,0
2024-01-01,SKU048,13,17934.15,1379.55,0,2024,1,1,Monday,0,1,2024-W01,17934.149999999998,0
2024-01-01,SKU049,25,130584.25,5223.37,0,2024,1,1,Monday,0,1,2024-W01,130584.25,0
2024-01-01,SKU050,3,2648.16,882.72,0,2024,1,1,Monday,0,1,2024-W01,2648.16,0
2024-01-02,SKU001,13,47632.65,3664.05,0,2024,1,2,Tuesday,0,1,2024-W01,47632.65,0
2024-01-02,SKU002,12,45668.28,3805.69,0,2024,1,2,Tuesday,0,1,2024-W01,45668.28,0
2024-01-02,SKU003,3,24234.69,8078.23,0,2024,1,2,Tuesday,0,1,2024-W01,24234.69,0
2024-01-02,SKU004,4,27446.28,6861.57,0,2024,1,2,Tuesday,0,1,2024-W01,27446.28,0
2024-01-02,SKU005,17,161384.74,9493.22,0,2024,1,2,Tuesday,0,1,2024-W01,161384.74,0
2024-01-02,SKU006,8,64848.32,8106.04,0,2024,1,2,Tuesday,0,1,2024-W01,64848.32,0
2024-01-02,SKU007,19,97167.71,5114.09,0,2024,1,2,Tuesday,0,1,2024-W01,97167.71,0
2024-01-02,SKU008,15,147639.6,9842.64,0,2024,1,2,Tuesday,0,1,2024-W01,147639.59999999998,0
2024-01-02,SKU009,10,23368.9,2336.89,0,2024,1,2,Tuesday,0,1,2024-W01,23368.899999999998,0
2024-01-02,SKU010,18,11942.28,663.46,0,2024,1,2,Tuesday,0,1,2024-W01,11942.28,0
2024-01-02,SKU011,1,1444.56,1444.56,0,2024,1,2,Tuesday,0,1,2024-W01,1444.56,0
2024-01-02,SKU012,28,245822.36,8779.37,0,2024,1,2,Tuesday,0,1,2024-W01,245822.36000000002,0
2024-01-02,SKU013,14,80608.92,5757.78,0,2024,1,2,Tuesday,0,1,2024-W01,80608.92,0
2024-01-02,SKU014,29,65851.75,2270.75,0,2024,1,2,Tuesday,0,1,2024-W01,65851.75,0
2024-01-02,SKU015,5,31060.6,6212.12,0,2024,1,2,Tuesday,0,1,2024-W01,31060.6,0
2024-01-02,SKU016,12,26001.84,2166.82,0,2024,1,2,Tuesday,0,1,2024-W01,26001.840000000004,0
2024-01-02,SKU017,8,67818.56,8477.32,0,2024,1,2,Tuesday,0,1,2024-W01,67818.56,0
2024-01-02,SKU018,20,111508.2,5575.41,0,2024,1,2,Tuesday,0,1,2024-W01,111508.2,0
2024-01-02,SKU019,14,67477.9,4819.85,0,2024,1,2,Tuesday,0,1,2024-W01,67477.90000000001,0
2024-01-02,SKU020,14,54565.56,3897.54,0,2024,1,2,Tuesday,0,1,2024-W01,54565.56,0
2024-01-02,SKU021,5,38556.4,7711.28,0,2024,1,2,Tuesday,0,1,2024-W01,38556.4,0
2024-01-02,SKU022,14,64358.42,4597.03,0,2024,1,2,Tuesday,0,1,2024-W01,64358.42,0
2024-01-02,SKU023,14,19834.36,1416.74,0,2024,1,2,Tuesday,0,1,2024-W01,19834.36,0
2024-01-02,SKU024,15,26533.05,1768.87,0,2024,1,2,Tuesday,0,1,2024-W01,26533.05,0
2024-01-02,SKU025,2,23116.02,11558.01,0,2024,1,2,Tuesday,0,1,2024-W01,23116.02,0
2024-01-02,SKU026,13,142214.02,10939.54,0,2024,1,2,Tuesday,0,1,2024-W01,142214.02000000002,0
2024-01-02,SKU027,13,110715.8,8516.6,0,2024,1,2,Tuesday,0,1,2024-W01,110715.8,0
2024-01-02,SKU028,4,13936.36,3484.09,0,2024,1,2,Tuesday,0,1,2024-W01,13936.36,0
2024-01-02,SKU029,13,151351.85,11642.45,0,2024,1,2,Tuesday,0,1,2024-W01,151351.85,0
2024-01-02,SKU030,6,56601.06,9433.51,0,2024,1,2,Tuesday,0,1,2024-W01,56601.06,0
2024-01-02,SKU031,20,174318.6,8715.93,0,2024,1,2,Tuesday,0,1,2024-W01,174318.6,0
2024-01-02,SKU032,5,28062.95,5612.59,0,2024,1,2,Tuesday,0,1,2024-W01,28062.95,0
2024-01-02,SKU033,12,42696.0,3558.0,0,2024,1,2,Tuesday,0,1,2024-W01,42696.0,0
2024-01-02,SKU034,17,25808.38,1518.14,0,2024,1,2,Tuesday,0,1,2024-W01,25808.38,0
2024-01-02,SKU035,23,250014.37,10870.19,0,2024,1,2,Tuesday,0,1,2024-W01,250014.37000000002,0
2024-01-02,SKU036,4,22748.0,5687.0,0,2024,1,2,Tuesday,0,1,2024-W01,22748.0,0
2024-01-02,SKU037,19,52200.98,2747.42,0,2024,1,2,Tuesday,0,1,2024-W01,52200.98,0
2024-01-02,SKU038,9,35541.9,3949.1,0,2024,1,2,Tuesday,0,1,2024-W01,35541.9,0
2024-01-02,SKU039,1,7118.95,7118.95,0,2024,1,2,Tuesday,0,1,2024-W01,7118.95,0
2024-01-02,SKU040,15,36758.4,2450.56,0,2024,1,2,Tuesday,0,1,2024-W01,36758.4,0
2024-01-02,SKU041,14,144714.22,10336.73,0,2024,1,2,Tuesday,0,1,2024-W01,144714.22,0
2024-01-02,SKU042,21,193175.43,9198.83,0,2024,1,2,Tuesday,0,1,2024-W01,193175.43,0
2024-01-02,SKU043,22,192406.94,8745.77,0,2024,1,2,Tuesday,0,1,2024-W01,192406.94,0
2024-01-02,SKU044,9,48710.52,5412.28,0,2024,1,2,Tuesday,0,1,2024-W01,48710.52,0
2024-01-02,SKU045,23,176565.94,7676.78,0,2024,1,2,Tuesday,0,1,2024-W01,176565.94,0
2024-01-02,SKU046,7,50228.78,7175.54,0,2024,1,2,Tuesday,0,1,2024-W01,50228.78,0
2024-01-02,SKU047,13,103196.86,7938.22,0,2024,1,2,Tuesday,0,1,2024-W01,103196.86,0
2024-01-02,SKU048,8,11036.4,1379.55,0,2024,1,2,Tuesday,0,1,2024-W01,11036.4,0
2024-01-02,SKU049,28,146254.36,5223.37,0,2024,1,2,Tuesday,0,1,2024-W01,146254.36,0
2024-01-02,SKU050,10,8827.2,882.72,0,2024,1,2,Tuesday,0,1,2024-W01,8827.2,0
2024-01-03,SKU001,12,43968.6,3664.05,0,2024,1,3,Wednesday,0,1,2024-W01,43968.600000000006,0
2024-01-03,SKU002,11,41862.59,3805.69,0,2024,1,3,Wednesday,0,1,2024-W01,41862.590000000004,0
2024-01-03,SKU003,3,24234.69,8078.23,0,2024,1,3,Wednesday,0,1,2024-W01,24234.69,0
2024-01-03,SKU004,6,41169.42,6861.57,0,2024,1,3,Wednesday,0,1,2024-W01,41169.42,0
2024-01-03,SKU005,17,161384.74,9493.22,0,2024,1,3,Wednesday,0,1,2024-W01,161384.74,0
2024-01-03,SKU006,4,32424.16,8106.04,0,2024,1,3,Wednesday,0,1,2024-W01,32424.16,0
2024-01-03,SKU007,26,132966.34,5114.09,0,2024,1,3,Wednesday,0,1,2024-W01,132966.34,0
2024-01-03,SKU008,14,137796.96,9842.64,0,2024,1,3,Wednesday,0,1,2024-W01,137796.96,0
2024-01-03,SKU009,10,23368.9,2336.89,0,2024,1,3,Wednesday,0,1,2024-W01,23368.899999999998,0
2024-01-03,SKU010,17,11278.82,663.46,0,2024,1,3,Wednesday,0,1,2024-W01,11278.82,0
2024-01-03,SKU011,4,5778.24,1444.56,0,2024,1,3,Wednesday,0,1,2024-W01,5778.24,0
2024-01-03,SKU012,31,272160.47,8779.37,0,2024,1,3,Wednesday,0,1,2024-W01,272160.47000000003,0
2024-01-03,SKU013,11,63335.58,5757.78,0,2024,1,3,Wednesday,0,1,2024-W01,63335.579999999994,0
2024-01-03,SKU014,20,45415.0,2270.75,0,2024,1,3,Wednesday,0,1,2024-W01,45415.0,0
2024-01-03,SKU015,4,24848.48,6212.12,0,2024,1,3,Wednesday,0,1,2024-W01,24848.48,0
2024-01-03,SKU016,11,23835.02,2166.82,0,2024,1,3,Wednesday,0,1,2024-W01,23835.02,0
2024-01-03,SKU017,13,110205.16,8477.32,0,2024,1,3,Wednesday,0,1,2024-W01,110205.16,0
2024-01-03,SKU018,28,156111.48,5575.41,0,2024,1,3,Wednesday,0,1,2024-W01,156111.47999999998,0
2024-01-03,SKU019,16,77117.6,4819.85,0,2024,1,3,Wednesday,0,1,2024-W01,77117.6,0
2024-01-03,SKU020,13,50668.02,3897.54,0,2024,1,3,Wednesday,0,1,2024-W01,50668.02,0
2024-01-03,SKU021,3,23133.84,7711.28,0,2024,1,3,Wednesday,0,1,2024-W01,23133.84,0
2024-01-03,SKU022,5,22985.15,4597.03,0,2024,1,3,Wednesday,0,1,2024-W01,22985.149999999998,0
2024-01-03,SKU023,8,11333.92,1416.74,0,2024,1,3,Wednesday,0,1,2024-W01,11333.92,0
2024-01-03,SKU024,9,15919.83,1768.87,0,2024,1,3,Wednesday,0,1,2024-W01,15919.829999999998,0
2024-01-03,SKU025,2,23116.02,11558.01,0,2024,1,3,Wednesday,0,1,2024-W01,23116.02,0
2024-01-03,SKU026,21,229730.34,10939.54,0,2024,1,3,Wednesday,0,1,2024-W01,229730.34000000003,0
2024-01-03,SKU027,22,187365.2,8516.6,0,2024,1,3,Wednesday,0,1,2024-W01,187365.2,0
2024-01-03,SKU028,6,20904.54,3484.09,0,2024,1,3,Wednesday,0,1,2024-W01,20904.54,0
2024-01-03,SKU029,13,151351.85,11642.45,0,2024,1,3,Wednesday,0,1,2024-W01,151351.85,0
2024-01-03,SKU030,3,28300.53,9433.51,0,2024,1,3,Wednesday,0,1,2024-W01,28300.53,0
2024-01-03,SKU031,8,69727.44,8715.93,0,2024,1,3,Wednesday,0,1,2024-W01,69727.44,0
2024-01-03,SKU032,3,16837.77,5612.59,0,2024,1,3,Wednesday,0,1,2024-W01,16837.77,0
2024-01-03,SKU033,11,39138.0,3558.0,0,2024,1,3,Wednesday,0,1,2024-W01,39138.0,0
2024-01-03,SKU034,15,22772.1,1518.14,0,2024,1,3,Wednesday,0,1,2024-W01,22772.100000000002,0
2024-01-03,SKU035,21,228273.99,10870.19,0,2024,1,3,Wednesday,0,1,2024-W01,228273.99000000002,0
2024-01-03,SKU036,0,0.0,5687.0,0,2024,1,3,Wednesday,0,1,2024-W01,0.0,1
2024-01-03,SKU037,29,79675.18,2747.42,0,2024,1,3,Wednesday,0,1,2024-W01,79675.18000000001,0
2024-01-03,SKU038,10,39491.0,3949.1,0,2024,1,3,Wednesday,0,1,2024-W01,39491.0,0
2024-01-03,SKU039,3,21356.85,7118.95,0,2024,1,3,Wednesday,0,1,2024-W01,21356.85,0
2024-01-03,SKU040,13,31857.28,2450.56,0,2024,1,3,Wednesday,0,1,2024-W01,31857.28,0
2024-01-03,SKU041,13,134377.49,10336.73,0,2024,1,3,Wednesday,0,1,2024-W01,134377.49,0
2024-01-03,SKU042,24,220771.92,9198.83,0,2024,1,3,Wednesday,0,1,2024-W01,220771.91999999998,0
2024-01-03,SKU043,27,236135.79,8745.77,0,2024,1,3,Wednesday,0,1,2024-W01,236135.79,0
2024-01-03,SKU044,6,32473.68,5412.28,0,2024,1,3,Wednesday,0,1,2024-W01,32473.68,0
2024-01-03,SKU045,25,191919.5,7676.78,0,2024,1,3,Wednesday,0,1,2024-W01,191919.5,0
2024-01-03,SKU046,10,71755.4,7175.54,0,2024,1,3,Wednesday,0,1,2024-W01,71755.4,0
2024-01-03,SKU047,15,119073.3,7938.22,0,2024,1,3,Wednesday,0,1,2024-W01,119073.3,0
2024-01-03,SKU048,12,16554.6,1379.55,0,2024,1,3,Wednesday,0,1,2024-W01,16554.6,0
2024-01-03,SKU049,28,146254.36,5223.37,0,2024,1,3,Wednesday,0,1,2024-W01,146254.36,0
2024-01-03,SKU050,5,4413.6,882.72,0,2024,1,3,Wednesday,0,1,2024-W01,4413.6,0
2024-01-04,SKU001,23,84273.15,3664.05,0,2024,1,4,Thursday,0,1,2024-W01,84273.15000000001,0
2024-01-04,SKU002,13,49473.97,3805.69,0,2024,1,4,Thursday,0,1,2024-W01,49473.97,0
2024-01-04,SKU003,6,48469.38,8078.23,0,2024,1,4,Thursday,0,1,2024-W01,48469.38,0
2024-01-04,SKU004,7,48030.99,6861.57,0,2024,1,4,Thursday,0,1,2024-W01,48030.99,0
2024-01-04,SKU005,14,132905.08,9493.22,0,2024,1,4,Thursday,0,1,2024-W01,132905.08,0
2024-01-04,SKU006,5,40530.2,8106.04,0,2024,1,4,Thursday,0,1,2024-W01,40530.2,0
2024-01-04,SKU007,18,92053.62,5114.09,0,2024,1,4,Thursday,0,1,2024-W01,92053.62,0
2024-01-04,SKU008,12,118111.68,9842.64,0,2024,1,4,Thursday,0,1,2024-W01,118111.68,0
2024-01-04,SKU009,8,18695.12,2336.89,0,2024,1,4,Thursday,0,1,2024-W01,18695.12,0
2024-01-04,SKU010,17,11278.82,663.46,0,2024,1,4,Thursday,0,1,2024-W01,11278.82,0
2024-01-04,SKU011,1,1444.56,1444.56,0,2024,1,4,Thursday,0,1,2024-W01,1444.56,0
2024-01-04,SKU012,21,184366.77,8779.37,0,2024,1,4,Thursday,0,1,2024-W01,184366.77000000002,0
2024-01-04,SKU013,21,120913.38,5757.78,0,2024,1,4,Thursday,0,1,2024-W01,120913.37999999999,0
2024-01-04,SKU014,14,31790.5,2270.75,0,2024,1,4,Thursday,0,1,2024-W01,31790.5,0
2024-01-04,SKU015,4,24848.48,6212.12,0,2024,1,4,Thursday,0,1,2024-W01,24848.48,0
2024-01-04,SKU016,9,19501.38,2166.82,0,2024,1,4,Thursday,0,1,2024-W01,19501.38,0
2024-01-04,SKU017,14,118682.48,8477.32,0,2024,1,4,Thursday,0,1,2024-W01,118682.48,0
2024-01-04,SKU018,20,111508.2,5575.41,0,2024,1,4,Thursday,0,1,2024-W01,111508.2,0
2024-01-04,SKU019,14,67477.9,4819.85,0,2024,1,4,Thursday,0,1,2024-W01,67477.90000000001,0
2024-01-04,SKU020,16,62360.64,3897.54,0,2024,1,4,Thursday,0,1,2024-W01,62360.64,0
2024-01-04,SKU021,7,53978.96,7711.28,0,2024,1,4,Thursday,0,1,2024-W01,53978.96,0
2024-01-04,SKU022,13,59761.39,4597.03,0,2024,1,4,Thursday,0,1,2024-W01,59761.39,0
2024-01-04,SKU023,14,19834.36,1416.74,0,2024,1,4,Thursday,0,1,2024-W01,19834.36,0
2024-01-04,SKU024,12,21226.44,1768.87,0,2024,1,4,Thursday,0,1,2024-W01,21226.44,0
2024-01-04,SKU025,1,11558.01,11558.01,0,2024,1,4,Thursday,0,1,2024-W01,11558.01,0
2024-01-04,SKU026,31,339125.74,10939.54,0,2024,1,4,Thursday,0,1,2024-W01,339125.74000000005,0
2024-01-04,SKU027,34,289564.4,8516.6,0,2024,1,4,Thursday,0,1,2024-W01,289564.4,0
2024-01-04,SKU028,3,10452.27,3484.09,0,2024,1,4,Thursday,0,1,2024-W01,10452.27,0
2024-01-04,SKU029,13,151351.85,11642.45,0,2024,1,4,Thursday,0,1,2024-W01,151351.85,0
2024-01-04,SKU030,6,56601.06,9433.51,0,2024,1,4,Thursday,0,1,2024-W01,56601.06,0
2024-01-04,SKU031,17,148170.81,8715.93,0,2024,1,4,Thursday,0,1,2024-W01,148170.81,0
2024-01-04,SKU032,10,56125.9,5612.59,0,2024,1,4,Thursday,0,1,2024-W01,56125.9,0
2024-01-04,SKU033,19,67602.0,3558.0,0,2024,1,4,Thursday,0,1,2024-W01,67602.0,0
2024-01-04,SKU034,10,15181.4,1518.14,0,2024,1,4,Thursday,0,1,2024-W01,15181.400000000001,0
2024-01-04,SKU035,14,152182.66,10870.19,0,2024,1,4,Thursday,0,1,2024-W01,152182.66,0
2024-01-04,SKU036,7,39809.0,5687.0,0,2024,1,4,Thursday,0,1,2024-W01,39809.0,0
2024-01-04,SKU037,23,63190.66,2747.42,0,2024,1,4,Thursday,0,1,2024-W01,63190.66,0
2024-01-04,SKU038,5,19745.5,3949.1,0,2024,1,4,Thursday,0,1,2024-W01,19745.5,0
2024-01-04,SKU039,7,49832.65,7118.95,0,2024,1,4,Thursday,0,1,2024-W01,49832.65,0
2024-01-04,SKU040,18,44110.08,2450.56,0,2024,1,4,Thursday,0,1,2024-W01,44110.08,0
2024-01-04,SKU041,11,113704.03,10336.73,0,2024,1,4,Thursday,0,1,2024-W01,113704.03,0
2024-01-04,SKU042,21,193175.43,9198.83,0,2024,1,4,Thursday,0,1,2024-W01,193175.43,0
2024-01-04,SKU043,19,166169.63,8745.77,0,2024,1,4,Thursday,0,1,2024-W01,166169.63,0
2024-01-04,SKU044,8,43298.24,5412.28,0,2024,1,4,Thursday,0,1,2024-W01,43298.24,0
2024-01-04,SKU045,21,161212.38,7676.78,0,2024,1,4,Thursday,0,1,2024-W01,161212.38,0
2024-01-04,SKU046,7,50228.78,7175.54,0,2024,1,4,Thursday,0,1,2024-W01,50228.78,0
2024-01-04,SKU047,10,79382.2,7938.22,0,2024,1,4,Thursday,0,1,2024-W01,79382.2,0
2024-01-04,SKU048,9,12415.95,1379.55,0,2024,1,4,Thursday,0,1,2024-W01,12415.949999999999,0
2024-01-04,SKU049,22,114914.14,5223.37,0,2024,1,4,Thursday,0,1,2024-W01,114914.14,0
2024-01-04,SKU050,9,7944.48,882.72,0,2024,1,4,Thursday,0,1,2024-W01,7944.4800000000005,0
2024-01-05,SKU001,16,58624.8,3664.05,0,2024,1,5,Friday,0,1,2024-W01,58624.8,0
2024-01-05,SKU002,12,45668.28,3805.69,0,2024,1,5,Friday,0,1,2024-W01,45668.28,0
2024-01-05,SKU003,1,8078.23,8078.23,0,2024,1,5,Friday,0,1,2024-W01,8078.23,0
2024-01-05,SKU004,4,27446.28,6861.57,0,2024,1,5,Friday,0,1,2024-W01,27446.28,0
2024-01-05,SKU005,11,104425.42,9493.22,0,2024,1,5,Friday,0,1,2024-W01,104425.42,0
2024-01-05,SKU006,5,40530.2,8106.04,0,2024,1,5,Friday,0,1,2024-W01,40530.2,0
2024-01-05,SKU007,28,143194.52,5114.09,0,2024,1,5,Friday,0,1,2024-W01,143194.52000000002,0
2024-01-05,SKU008,21,206695.44,9842.64,0,2024,1,5,Friday,0,1,2024-W01,206695.44,0
2024-01-05,SKU009,11,25705.79,2336.89,0,2024,1,5,Friday,0,1,2024-W01,25705.789999999997,0
2024-01-05,SKU010,13,8624.98,663.46,0,2024,1,5,Friday,0,1,2024-W01,8624.98,0
2024-01-05,SKU011,1,1444.56,1444.56,0,2024,1,5,Friday,0,1,2024-W01,1444.56,0
2024-01-05,SKU012,27,237042.99,8779.37,0,2024,1,5,Friday,0,1,2024-W01,237042.99000000002,0
2024-01-05,SKU013,17,97882.26,5757.78,0,2024,1,5,Friday,0,1,2024-W01,97882.26,0
2024-01-05,SKU014,17,38602.75,2270.75,0,2024,1,5,Friday,0,1,2024-W01,38602.75,0
2024-01-05,SKU015,5,31060.6,6212.12,0,2024,1,5,Friday,0,1,2024-W01,31060.6,0
2024-01-05,SKU016,9,19501.38,2166.82,0,2024,1,5,Friday,0,1,2024-W01,19501.38,0
2024-01-05,SKU017,6,50863.92,8477.32,0,2024,1,5,Friday,0,1,2024-W01,50863.92,0
2024-01-05,SKU018,28,156111.48,5575.41,0,2024,1,5,Friday,0,1,2024-W01,156111.47999999998,0
2024-01-05,SKU019,17,81937.45,4819.85,0,2024,1,5,Friday,0,1,2024-W01,81937.45000000001,0
2024-01-05,SKU020,9,35077.86,3897.54,0,2024,1,5,Friday,0,1,2024-W01,35077.86,0
2024-01-05,SKU021,11,84824.08,7711.28,0,2024,1,5,Friday,0,1,2024-W01,84824.08,0
2024-01-05,SKU022,6,27582.18,4597.03,0,2024,1,5,Friday,0,1,2024-W01,27582.18,0
2024-01-05,SKU023,10,14167.4,1416.74,0,2024,1,5,Friday,0,1,2024-W01,14167.4,0
2024-01-05,SKU024,8,14150.96,1768.87,0,2024,1,5,Friday,0,1,2024-W01,14150.96,0
2024-01-05,SKU025,5,57790.05,11558.01,0,2024,1,5,Friday,0,1,2024-W01,57790.05,0
2024-01-05,SKU026,17,185972.18,10939.54,0,2024,1,5,Friday,0,1,2024-W01,185972.18000000002,0
2024-01-05,SKU027,19,161815.4,8516.6,0,2024,1,5,Friday,0,1,2024-W01,161815.4,0
2024-01-05,SKU028,4,13936.36,3484.09,0,2024,1,5,Friday,0,1,2024-W01,13936.36,0
2024-01-05,SKU029,15,174636.75,11642.45,0,2024,1,5,Friday,0,1,2024-W01,174636.75,0
2024-01-05,SKU030,6,56601.06,9433.51,0,2024,1,5,Friday,0,1,2024-W01,56601.06,0
2024-01-05,SKU031,15,130738.95,8715.93,0,2024,1,5,Friday,0,1,2024-W01,130738.95000000001,0
2024-01-05,SKU032,2,11225.18,5612.59,0,2024,1,5,Friday,0,1,2024-W01,11225.18,0
2024-01-05,SKU033,19,67602.0,3558.0,0,2024,1,5,Friday,0,1,2024-W01,67602.0,0
2024-01-05,SKU034,25,37953.5,1518.14,0,2024,1,5,Friday,0,1,2024-W01,37953.5,0
2024-01-05,SKU035,19,206533.61,10870.19,0,2024,1,5,Friday,0,1,2024-W01,206533.61000000002,0
2024-01-05,SKU036,2,11374.0,5687.0,0,2024,1,5,Friday,0,1,2024-W01,11374.0,0
2024-01-05,SKU037,18,49453.56,2747.42,0,2024,1,5,Friday,0,1,2024-W01,49453.56,0
2024-01-05,SKU038,4,15796.4,3949.1,0,2024,1,5,Friday,0,1,2024-W01,15796.4,0
2024-01-05,SKU039,2,14237.9,7118.95,0,2024,1,5,Friday,0,1,2024-W01,14237.9,0
2024-01-05,SKU040,13,31857.28,2450.56,0,2024,1,5,Friday,0,1,2024-W01,31857.28,0
2024-01-05,SKU041,9,93030.57,10336.73,0,2024,1,5,Friday,0,1,2024-W01,93030.56999999999,0
2024-01-05,SKU042,23,211573.09,9198.83,0,2024,1,5,Friday,0,1,2024-W01,211573.09,0
2024-01-05,SKU043,14,122440.78,8745.77,0,2024,1,5,Friday,0,1,2024-W01,122440.78,0
2024-01-05,SKU044,9,48710.52,5412.28,0,2024,1,5,Friday,0,1,2024-W01,48710.52,0
2024-01-05,SKU045,25,191919.5,7676.78,0,2024,1,5,Friday,0,1,2024-W01,191919.5,0
2024-01-05,SKU046,9,64579.86,7175.54,0,2024,1,5,Friday,0,1,2024-W01,64579.86,0
2024-01-05,SKU047,10,79382.2,7938.22,0,2024,1,5,Friday,0,1,2024-W01,79382.2,0
2024-01-05,SKU048,12,16554.6,1379.55,0,2024,1,5,Friday,0,1,2024-W01,16554.6,0
2024-01-05,SKU049,26,135807.62,5223.37,0,2024,1,5,Friday,0,1,2024-W01,135807.62,0
