Week_Start,SKU,Units_Sold,Forecast_Units
2025-02-17,SKU002,73,71.35507322779492
2025-02-24,SKU002,84,72.9851879700049
2025-03-03,SKU002,98,86.01334389414502
2025-03-10,SKU002,93,84.84008458202246
2025-03-17,SKU002,83,90.35046774384607
2025-03-24,SKU002,83,86.78865622553342
2025-03-31,SKU002,93,86.97534920600937
2025-04-07,SKU002,81,80.41820461527601
2025-04-14,SKU002,90,84.23308179434649
2025-04-21,SKU002,80,82.15988171101209
2025-04-28,SKU002,79,82.56361178825146
2025-05-05,SKU002,66,81.0665455181978
2025-05-12,SKU002,84,78.86716044556935
2025-05-19,SKU002,79,81.03049594337895
2025-05-26,SKU002,88,78.62212549190386
2025-06-02,SKU002,90,81.16414083624039
2025-06-09,SKU002,73,82.5739044192508
2025-06-16,SKU002,84,80.08540326802357
2025-06-23,SKU002,85,78.37707170135752
2025-06-30,SKU002,70,77.93109032864943
2025-07-07,SKU002,53,67.49549608452777
2025-07-14,SKU002,79,71.7771738124843
2025-07-21,SKU002,67,69.6081247959393
2025-07-28,SKU002,77,67.56109088826435
2025-08-04,SKU002,77,66.71904906117467
2025-08-11,SKU002,55,67.46639263651583
2025-08-18,SKU002,70,64.41147998972448
2025-08-25,SKU002,78,63.18314573710881
2025-09-01,SKU002,71,63.93493284245543
2025-09-08,SKU002,61,65.35649729017882
2025-09-15,SKU002,76,66.52597258676673
2025-09-22,SKU002,69,66.08783028460138
2025-09-29,SKU002,63,64.51956050217701
2025-10-06,SKU002,60,62.61244642958644
2025-10-13,SKU002,59,62.85558792238091
2025-10-20,SKU002,61,60.39258187924046
2025-10-27,SKU002,47,57.83510315105093
2025-11-03,SKU002,76,63.819859290465196
2025-11-10,SKU002,71,61.6567637841597
2025-11-17,SKU002,57,67.76000897899142
2025-11-24,SKU002,66,64.95199438324832
2025-12-01,SKU002,66,64.88605438989688
2025-12-08,SKU002,50,64.45828644005097
2025-12-15,SKU002,55,62.31248086880692
2025-12-22,SKU002,51,56.99513090020658
2025-12-29,SKU002,55,60.70716411556261
2026-01-05,SKU002,18,41.30829981440018
2024-12-30,SKU003,30,35.164941490289145
2025-01-06,SKU003,37,26.140082976909014
2025-01-13,SKU003,35,36.10355235231588
2025-01-20,SKU003,37,35.45877055471764
2025-01-27,SKU003,22,34.6314889817915
2025-02-03,SKU003,41,35.38371148106851
2025-02-10,SKU003,38,37.05771059180244
2025-02-17,SKU003,48,38.04421595411839
2025-02-24,SKU003,45,38.34371452783746
2025-03-03,SKU003,50,49.16385188666788
2025-03-10,SKU003,45,48.684685381257715
2025-03-17,SKU003,58,52.655830151104134
2025-03-24,SKU003,69,53.98515135603375
2025-03-31,SKU003,48,52.22899599627131
2025-04-07,SKU003,44,50.19643725934445
2025-04-14,SKU003,46,47.74474699059606
2025-04-21,SKU003,46,48.28842673176524
2025-04-28,SKU003,45,47.00057300070123
2025-05-05,SKU003,45,45.9637163614513
2025-05-12,SKU003,48,45.9637163614513
2025-05-19,SKU003,39,44.57821218404367
2025-05-26,SKU003,43,43.84813812076625
2025-06-02,SKU003,48,46.45510420170509
2025-06-09,SKU003,51,48.13571488731812
2025-06-16,SKU003,50,48.44852735490392
2025-06-23,SKU003,50,50.12038312798622
2025-06-30,SKU003,47,49.079482936983474
2025-07-07,SKU003,39,42.918206756775845
2025-07-14,SKU003,44,41.756478839165126
2025-07-21,SKU003,38,41.01312381906378
2025-07-28,SKU003,37,41.00007064974151
2025-08-04,SKU003,26,35.38794015513891
2025-08-11,SKU003,39,34.148293630315415
2025-08-18,SKU003,42,34.37021477560129
2025-08-25,SKU003,31,33.65466123978601
2025-09-01,SKU003,30,33.70057349487837
2025-09-08,SKU003,31,36.00924921800316
2025-09-15,SKU003,46,35.417394487033484
2025-09-22,SKU003,36,36.188183841635635
2025-09-29,SKU003,46,35.632329797585065
2025-10-06,SKU003,42,35.60725662113226
2025-10-13,SKU003,30,36.85721802368388
2025-10-20,SKU003,27,33.010949934811634
2025-10-27,SKU003,38,32.86041276792178
2025-11-03,SKU003,36,36.68745217016019
2025-11-10,SKU003,39,34.21804718329152
2025-11-17,SKU003,38,36.302697258839885
2025-11-24,SKU003,42,36.36543501877557
2025-12-01,SKU003,28,36.30851643383346
2025-12-08,SKU003,34,35.729420806489784
2025-12-15,SKU003,36,35.54854056537919
2025-12-22,SKU003,22,35.49355219528412
2025-12-29,SKU003,38,35.582514027303766
2026-01-05,SKU003,10,21.910284466004917
2024-12-30,SKU004,30,28.615448300005163
2025-01-06,SKU004,38,21.648710531841537
2025-01-13,SKU004,37,32.07579507344919
2025-01-20,SKU004,22,28.857002542244594
2025-01-27,SKU004,39,30.716052381961845
2025-02-03,SKU004,34,34.43029568589027
2025-02-10,SKU004,30,34.79548520876286
2025-02-17,SKU004,38,34.034171418170466
2025-02-24,SKU004,34,36.95151130707928
2025-03-03,SKU004,48,40.32197574609764
2025-03-10,SKU004,35,37.91222901269209
2025-03-17,SKU004,39,38.94550483578699
2025-03-24,SKU004,39,38.894138759689696
2025-03-31,SKU004,41,40.27876175206545
2025-04-07,SKU004,27,36.701464951928976
2025-04-14,SKU004,32,36.84420806471856
2025-04-21,SKU004,51,36.92628066322437
2025-04-28,SKU004,39,37.82734513879357
2025-05-05,SKU004,33,36.63522146265141
2025-05-12,SKU004,34,36.81947234294703
2025-05-19,SKU004,30,35.16359622156247
2025-05-26,SKU004,35,35.001252267630115
2025-06-02,SKU004,34,34.08631293193952
2025-06-09,SKU004,25,36.37401966883463
2025-06-16,SKU004,34,33.80011000963697
2025-06-23,SKU004,48,33.20009295116998
2025-06-30,SKU004,27,35.72756741861714
2025-07-07,SKU004,29,30.80557473877793
2025-07-14,SKU004,31,32.65313408927009
2025-07-21,SKU004,31,31.949023161467768
2025-07-28,SKU004,34,29.061538224945416
2025-08-04,SKU004,30,29.69663609097547
2025-08-11,SKU004,23,29.61412055201319
2025-08-18,SKU004,27,29.172419910798162
2025-08-25,SKU004,23,28.267984676894347
2025-09-01,SKU004,35,27.569579080977025
2025-09-08,SKU004,32,29.32711996843275
2025-09-15,SKU004,31,30.48812309283647
2025-09-22,SKU004,27,28.98481655549693
2025-09-29,SKU004,32,29.493734229127327
2025-10-06,SKU004,17,27.107790812506646
2025-10-13,SKU004,29,28.295303976879364
2025-10-20,SKU004,26,26.60475144971931
2025-10-27,SKU004,24,27.588597155782793
2025-11-03,SKU004,33,29.70696677211438
2025-11-10,SKU004,25,29.297892419423665
2025-11-17,SKU004,32,29.68846836957197
2025-11-24,SKU004,26,28.400545802720355
2025-12-01,SKU004,25,29.262581162949957
2025-12-08,SKU004,28,29.834059635873533
2025-12-15,SKU004,39,29.833362892067907
2025-12-22,SKU004,37,28.92544789064831
2025-12-29,SKU004,27,30.369112756470145
2026-01-05,SKU004,5,19.518941283866855
2024-12-30,SKU005,107,98.79998396322489
2025-01-06,SKU005,108,78.5382164518648
2025-01-13,SKU005,110,111.25201499989265
2025-01-20,SKU005,118,107.96040536491427
2025-01-27,SKU005,113,116.84804094650286
2025-02-03,SKU005,113,121.75109431849896
2025-02-10,SKU005,124,123.39528313821978
2025-02-17,SKU005,130,128.86929069854344
2025-02-24,SKU005,135,128.48497353257952
2025-03-03,SKU005,163,144.557874554444
2025-03-10,SKU005,148,148.29427495312686
2025-03-17,SKU005,139,149.78047868025638
2025-03-24,SKU005,139,145.24766629822946
2025-03-31,SKU005,139,144.3901859495652
2025-04-07,SKU005,132,135.2126476846444
2025-04-14,SKU005,145,137.19137827459178
2025-04-21,SKU005,132,139.0506281405905
2025-04-28,SKU005,131,136.00750506625616
2025-05-05,SKU005,112,129.0857290312392
2025-05-12,SKU005,125,124.09213552444466
2025-05-19,SKU005,120,123.86667908451668
2025-05-26,SKU005,138,123.5175633818825
2025-06-02,SKU005,140,127.50659168526734
2025-06-09,SKU005,126,128.3665015693528
2025-06-16,SKU005,131,129.5222307077766
2025-06-23,SKU005,125,131.45108006395893
2025-06-30,SKU005,132,129.67503551740785
2025-07-07,SKU005,96,111.43356220277643
2025-07-14,SKU005,109,105.69982792840027
2025-07-21,SKU005,106,107.78295601168372
2025-07-28,SKU005,123,109.8765849373045
2025-08-04,SKU005,109,105.3296224451901
2025-08-11,SKU005,105,106.39705288610574
2025-08-18,SKU005,102,105.30692680503475
2025-08-25,SKU005,99,106.50056077349471
2025-09-01,SKU005,97,105.58792190517053
2025-09-08,SKU005,94,98.21326352125213
2025-09-15,SKU005,97,93.51820336491465
2025-09-22,SKU005,86,93.08274692685053
2025-09-29,SKU005,110,93.68901691424631
2025-10-06,SKU005,97,91.98993345703217
2025-10-13,SKU005,113,94.53795833818724
2025-10-20,SKU005,96,94.59776430259913
2025-10-27,SKU005,103,101.94978902992551
2025-11-03,SKU005,102,102.46566813659982
2025-11-10,SKU005,115,106.466097742109
2025-11-17,SKU005,105,109.50958760115323
2025-11-24,SKU005,107,107.11389435762655
2025-12-01,SKU005,111,107.44119378869733
2025-12-08,SKU005,93,109.63799748000608
2025-12-15,SKU005,96,104.71042988593591
2025-12-22,SKU005,112,105.54532343194556
2025-12-29,SKU005,104,99.823054663121
2026-01-05,SKU005,33,58.6983752081619
2024-12-30,SKU006,44,46.191995892572024
2025-01-06,SKU006,54,34.93025557137079
2025-01-13,SKU006,46,45.09378119988787
2025-01-20,SKU006,40,46.64184274316318
2025-01-27,SKU006,53,43.89610598170867
2025-02-03,SKU006,51,49.423035007240856
2025-02-10,SKU006,45,49.96425399972655
2025-02-17,SKU006,48,49.237253344438756
2025-02-24,SKU006,46,49.79512145152873
2025-03-03,SKU006,57,55.87131343434588
2025-03-10,SKU006,65,60.22126845243824
2025-03-17,SKU006,60,55.525371329042756
2025-03-24,SKU006,43,55.86876657550937
2025-03-31,SKU006,56,54.21240919912962
2025-04-07,SKU006,56,53.743392724482916
2025-04-14,SKU006,52,50.156859433789094
2025-04-21,SKU006,50,49.506130191535085
2025-04-28,SKU006,59,50.01479525848049
2025-05-05,SKU006,50,53.544851781873135
2025-05-12,SKU006,67,55.81238049545413
2025-05-19,SKU006,50,53.59575461336854
2025-05-26,SKU006,55,57.5670501606208
2025-06-02,SKU006,44,52.61825649990406
2025-06-09,SKU006,57,51.84582194375984
2025-06-16,SKU006,66,52.87529014371803
2025-06-23,SKU006,42,51.802813843567044
2025-06-30,SKU006,53,53.73626398608743
2025-07-07,SKU006,41,48.115060546786964
2025-07-14,SKU006,34,45.97830294387139
2025-07-21,SKU006,45,40.57051373550539
2025-07-28,SKU006,40,42.996234123652044
2025-08-04,SKU006,47,39.23611814945885
2025-08-11,SKU006,51,42.264524261139066
2025-08-18,SKU006,37,41.38530214135377
2025-08-25,SKU006,39,39.837683852729235
2025-09-01,SKU006,37,38.54832588127477
2025-09-08,SKU006,45,38.644300302348896
2025-09-15,SKU006,39,38.88774959377769
2025-09-22,SKU006,45,39.17312954902413
2025-09-29,SKU006,49,44.83199678330057
2025-10-06,SKU006,44,41.32786729339374
2025-10-13,SKU006,32,38.303628854850366
2025-10-20,SKU006,32,38.012586387071494
2025-10-27,SKU006,33,34.541006039410895
2025-11-03,SKU006,41,40.303108619737415
2025-11-10,SKU006,35,37.850776552720035
2025-11-17,SKU006,32,37.960374641623496
2025-11-24,SKU006,42,38.190294615754205
2025-12-01,SKU006,42,37.92918490213533
2025-12-08,SKU006,38,37.45017285543382
2025-12-15,SKU006,41,37.45017285543382
2025-12-22,SKU006,39,38.68688535795149
2025-12-29,SKU006,45,41.83680556557284
2026-01-05,SKU006,14,29.685054340578475
2024-12-30,SKU007,156,148.22691526495566
2025-01-06,SKU007,173,100.8338416581049
2025-01-13,SKU007,172,150.28692829553557
2025-01-20,SKU007,148,165.98726547425858
2025-01-27,SKU007,189,181.37813384920653
2025-02-03,SKU007,173,173.84232356630446
2025-02-10,SKU007,181,178.5027773270023
2025-02-17,SKU007,173,181.38924091943778
2025-02-24,SKU007,167,176.59805625883368
2025-03-03,SKU007,195,196.15152158842582
2025-03-10,SKU007,218,203.6569526216565
2025-03-17,SKU007,192,199.51904788546406
2025-03-24,SKU007,184,200.02026300274943
2025-03-31,SKU007,216,205.4029838758419
2025-04-07,SKU007,197,197.22175798663793
2025-04-14,SKU007,194,195.83032096620101
2025-04-21,SKU007,199,196.41151001521948
2025-04-28,SKU007,202,200.5449243745141
2025-05-05,SKU007,195,190.6339640950546
2025-05-12,SKU007,174,186.10620818956033
2025-05-19,SKU007,176,181.2568799042649
2025-05-26,SKU007,209,198.02741079788998
2025-06-02,SKU007,190,203.88860724219373
2025-06-09,SKU007,180,190.13952885371862
2025-06-16,SKU007,180,185.00862602415023
2025-06-23,SKU007,184,189.97627399519914
2025-06-30,SKU007,218,196.26147757633206
2025-07-07,SKU007,178,173.2882517137963
2025-07-14,SKU007,188,171.43693015446465
2025-07-21,SKU007,154,169.06333555927736
2025-07-28,SKU007,177,163.3411951342744
2025-08-04,SKU007,174,160.18139074942974
2025-08-11,SKU007,139,149.26148695636593
2025-08-18,SKU007,164,155.26461620338296
2025-08-25,SKU007,156,157.20331191084335
2025-09-01,SKU007,162,154.61566205939232
2025-09-08,SKU007,154,157.31373095875813
2025-09-15,SKU007,149,155.53732643854894
2025-09-22,SKU007,166,158.7018070264743
2025-09-29,SKU007,168,159.18468511424715
2025-10-06,SKU007,127,140.33733131043206
2025-10-13,SKU007,154,141.692546143125
2025-10-20,SKU007,152,142.8535241693715
2025-10-27,SKU007,134,133.5371389538609
2025-11-03,SKU007,151,152.77771239974678
2025-11-10,SKU007,134,150.65300116452696
2025-11-17,SKU007,133,149.4534695875633
2025-11-24,SKU007,171,152.8356921638269
2025-12-01,SKU007,183,162.27840740177493
2025-12-08,SKU007,136,148.42817182938177
2025-12-15,SKU007,156,151.10344659713772
2025-12-22,SKU007,155,156.34592079148374
2025-12-29,SKU007,153,143.752500552517
2026-01-05,SKU007,47,85.18177399564568
2024-12-30,SKU008,98,101.53643707319846
2025-01-06,SKU008,110,69.36065115376388
2025-01-13,SKU008,110,106.97104798806502
2025-01-20,SKU008,105,103.44574059052279
2025-01-27,SKU008,104,104.9716884987532
2025-02-03,SKU008,125,112.48321996200261
2025-02-10,SKU008,142,121.85873075031344
2025-02-17,SKU008,112,118.06424444232493
2025-02-24,SKU008,115,116.9749444232618
2025-03-03,SKU008,136,137.15744452093705
2025-03-10,SKU008,126,134.4543314989905
2025-03-17,SKU008,165,142.03938807558217
2025-03-24,SKU008,139,139.0833184926871
2025-03-31,SKU008,161,143.86197180730326
2025-04-07,SKU008,130,137.02721800473043
2025-04-14,SKU008,135,140.58163451002875
2025-04-21,SKU008,138,135.51417509549054
2025-04-28,SKU008,139,139.16729978432673
2025-05-05,SKU008,130,133.89742363579668
2025-05-12,SKU008,134,132.7879644898511
2025-05-19,SKU008,122,132.08846380673282
2025-05-26,SKU008,110,123.6974430978607
2025-06-02,SKU008,144,134.71549392164198
2025-06-09,SKU008,115,124.88191194106778
2025-06-16,SKU008,132,125.84275298237314
2025-06-23,SKU008,103,121.98671918550423
2025-06-30,SKU008,123,121.94648842800343
2025-07-07,SKU008,117,110.04311399980637
2025-07-14,SKU008,111,113.93470140989928
2025-07-21,SKU008,112,106.2016007146727
2025-07-28,SKU008,107,111.00779375410846
2025-08-04,SKU008,105,106.30788858832238
2025-08-11,SKU008,116,106.46557219233355
2025-08-18,SKU008,117,109.8221046890235
2025-08-25,SKU008,93,108.93551106807844
2025-09-01,SKU008,95,99.86582970942423
2025-09-08,SKU008,91,101.08374200596134
2025-09-15,SKU008,90,93.21271359728804
2025-09-22,SKU008,95,93.68903469071832
2025-09-29,SKU008,88,96.14749126658467
2025-10-06,SKU008,95,83.55292038689299
2025-10-13,SKU008,101,86.80182784935538
2025-10-20,SKU008,105,85.30705026578242
2025-10-27,SKU008,84,95.1037931810404
2025-11-03,SKU008,106,99.09757403264538
2025-11-10,SKU008,99,98.64018756255668
2025-11-17,SKU008,101,104.25023810869075
2025-11-24,SKU008,94,100.33923843777062
2025-12-01,SKU008,117,103.8162157586167
2025-12-08,SKU008,95,102.44125010282256
2025-12-15,SKU008,111,102.13052513609463
2025-12-22,SKU008,98,105.05125523278885
2025-12-29,SKU008,104,103.07141308195995
2026-01-05,SKU008,23,55.57650463907414
2024-12-30,SKU009,68,66.79150581021227
2025-01-06,SKU009,63,50.42299274289185
2025-01-13,SKU009,56,66.87816813804852
2025-01-20,SKU009,74,69.94194780820736
2025-01-27,SKU009,65,68.57796873515865
2025-02-03,SKU009,69,79.95295504523429
2025-02-10,SKU009,92,76.82036247282066
2025-02-17,SKU009,71,73.82733959517418
2025-02-24,SKU009,83,78.36490440862805
2025-03-03,SKU009,87,87.4439421999868
2025-03-10,SKU009,101,90.02005757568566
2025-03-17,SKU009,92,89.80356060445013
2025-03-24,SKU009,92,88.36410559815924
2025-03-31,SKU009,88,89.29590753374343
2025-04-07,SKU009,74,84.74391028248998
2025-04-14,SKU009,80,87.06019548440774
2025-04-21,SKU009,73,81.5969655627279
2025-04-28,SKU009,97,87.67535033992331
2025-05-05,SKU009,79,81.27203636373328
2025-05-12,SKU009,92,82.68349035696355
2025-05-19,SKU009,103,84.41695303949622
2025-05-26,SKU009,85,86.72440235563005
2025-06-02,SKU009,78,84.31960749793389
2025-06-09,SKU009,84,89.2915055977703
2025-06-16,SKU009,86,83.60149730782508
2025-06-23,SKU009,80,80.03184910514267
2025-06-30,SKU009,98,82.33375470087523
2025-07-07,SKU009,76,74.50686242497355
2025-07-14,SKU009,71,76.22572479216834
2025-07-21,SKU009,76,82.09817004867736
2025-07-28,SKU009,64,76.10053049373056
2025-08-04,SKU009,66,77.12444216751953
2025-08-11,SKU009,70,67.84910721549971
2025-08-18,SKU009,61,66.96325287354654
2025-08-25,SKU009,68,64.21279382406578
2025-09-01,SKU009,59,61.91526283748853
2025-09-08,SKU009,71,64.72907259294931
2025-09-15,SKU009,87,65.05635122012166
2025-09-22,SKU009,74,66.84367956135878
2025-09-29,SKU009,70,66.47658324190354
2025-10-06,SKU009,51,62.10305875047671
2025-10-13,SKU009,61,66.71834960617034
2025-10-20,SKU009,57,58.74932652549474
2025-10-27,SKU009,53,55.489938948850245
2025-11-03,SKU009,76,67.37164681260516
2025-11-10,SKU009,56,63.3407163211908
2025-11-17,SKU009,62,62.77918586571883
2025-11-24,SKU009,60,62.67087208259682
2025-12-01,SKU009,69,62.13855798722389
2025-12-08,SKU009,73,63.00645174937597
2025-12-15,SKU009,87,70.62291272961669
2025-12-22,SKU009,70,70.08037172496773
2025-12-29,SKU009,76,68.48748768056588
2026-01-05,SKU009,12,42.853336247595465
2024-12-30,SKU010,107,111.16913662209988
2025-01-06,SKU010,115,75.24824670357458
2025-01-13,SKU010,121,120.5673293739215
2025-01-20,SKU010,110,118.47729425857622
2025-01-27,SKU010,111,108.72410592565029
2025-02-03,SKU010,100,116.82765881233675
2025-02-10,SKU010,132,120.1559031798994
2025-02-17,SKU010,124,126.37815755302188
2025-02-24,SKU010,135,128.02984817116229
2025-03-03,SKU010,153,145.03329478640666
2025-03-10,SKU010,158,145.842606744356
2025-03-17,SKU010,130,141.2155917379984
2025-03-24,SKU010,154,147.49499232009896
2025-03-31,SKU010,155,154.30801282202643
2025-04-07,SKU010,143,137.02432036797364
2025-04-14,SKU010,137,141.75267039042492
2025-04-21,SKU010,133,142.27463246545003
2025-04-28,SKU010,145,138.19438799209956
2025-05-05,SKU010,132,138.29972446886228
2025-05-12,SKU010,129,131.21679745479224
2025-05-19,SKU010,128,135.10540405700561
2025-05-26,SKU010,147,130.00016831167252
2025-06-02,SKU010,142,141.1965020886232
2025-06-09,SKU010,141,139.2685643034216
2025-06-16,SKU010,135,135.59890344271977
2025-06-23,SKU010,149,136.28390809712684
2025-06-30,SKU010,113,131.40780594384088
2025-07-07,SKU010,116,119.35615803447789
2025-07-14,SKU010,117,114.8120227185965
2025-07-21,SKU010,118,113.82916501606559
2025-07-28,SKU010,110,110.36166233245642
2025-08-04,SKU010,89,102.59456644237241
2025-08-11,SKU010,100,101.29887757080473
2025-08-18,SKU010,102,102.22767570157089
2025-08-25,SKU010,120,99.15599550122177
2025-09-01,SKU010,99,99.00984699654207
2025-09-08,SKU010,107,106.24774403223208
2025-09-15,SKU010,91,106.18325560079309
2025-09-22,SKU010,108,105.28944969198554
2025-09-29,SKU010,100,99.78092853141798
2025-10-06,SKU010,87,98.09017264599451
2025-10-13,SKU010,75,87.53725397431639
2025-10-20,SKU010,98,88.05812024416176
2025-10-27,SKU010,89,88.29632473800469
2025-11-03,SKU010,121,101.46818781949088
2025-11-10,SKU010,83,101.81291226077093
2025-11-17,SKU010,110,102.68744721207442
2025-11-24,SKU010,98,104.24366069516553
2025-12-01,SKU010,103,104.53401403570162
2025-12-08,SKU010,131,109.00283337220323
2025-12-15,SKU010,110,109.76791168958476
2025-12-22,SKU010,98,107.01268851110001
2025-12-29,SKU010,110,98.55862342571834
2026-01-05,SKU010,29,77.7225710112553
2024-12-30,SKU011,16,18.72591436571264
2025-01-06,SKU011,19,11.616947117877658
2025-01-13,SKU011,19,20.257125318892797
2025-01-20,SKU011,19,20.835021207728772
2025-01-27,SKU011,25,22.06888526686065
2025-02-03,SKU011,15,20.364998299243737
2025-02-10,SKU011,14,21.72759956158875
2025-02-17,SKU011,17,20.703946697492043
2025-02-24,SKU011,21,22.296313430018458
2025-03-03,SKU011,18,22.63747267651678
2025-03-10,SKU011,15,22.063821004651484
2025-03-17,SKU011,21,21.993026609147297
2025-03-24,SKU011,20,20.955145327839972
2025-03-31,SKU011,22,21.71578698896087
2025-04-07,SKU011,21,19.82410025102181
2025-04-14,SKU011,23,20.816655351999728
2025-04-21,SKU011,20,20.008768542733225
2025-04-28,SKU011,25,21.909994990818387
2025-05-05,SKU011,20,20.425101566564532
2025-05-12,SKU011,13,22.294229976968342
2025-05-19,SKU011,15,21.26506903841805
2025-05-26,SKU011,17,19.90295340547702
2025-06-02,SKU011,28,22.279385585406228
2025-06-09,SKU011,20,19.468062112565462
2025-06-16,SKU011,25,21.851578839911625
2025-06-23,SKU011,24,20.93884441095898
2025-06-30,SKU011,16,21.550067975748597
2025-07-07,SKU011,26,17.025204380193394
2025-07-14,SKU011,15,19.198720718663104
2025-07-21,SKU011,19,18.904977244317628
2025-07-28,SKU011,13,17.59800141595371
2025-08-04,SKU011,17,18.97889141761276
2025-08-11,SKU011,23,18.02633704204409
2025-08-18,SKU011,15,16.6891319962316
2025-08-25,SKU011,24,19.0046731288234
2025-09-01,SKU011,8,16.58420430723315
2025-09-08,SKU011,17,20.066178265469798
2025-09-15,SKU011,15,18.911697672360162
2025-09-22,SKU011,18,18.39279540315283
2025-09-29,SKU011,12,17.918809581033084
2025-10-06,SKU011,27,17.676686223932414
2025-10-13,SKU011,14,15.727365563491736
2025-10-20,SKU011,11,17.843484249157736
2025-10-27,SKU011,21,16.72395331148284
2025-11-03,SKU011,16,18.652222045878457
2025-11-10,SKU011,21,19.30803903185484
2025-11-17,SKU011,23,18.18574925272617
2025-11-24,SKU011,9,18.484759936180414
2025-12-01,SKU011,18,19.728285845894604
2025-12-08,SKU011,16,17.768778941190412
2025-12-15,SKU011,23,18.820315288318916
2025-12-22,SKU011,16,16.444561398510977
2025-12-29,SKU011,22,19.40768028295767
2026-01-05,SKU011,2,9.737898022875656
2024-12-30,SKU012,163,165.79812318849383
2025-01-06,SKU012,169,149.55130304400885
2025-01-13,SKU012,179,179.14139937212755
2025-01-20,SKU012,185,185.1239931080166
2025-01-27,SKU012,192,183.74085640424926
2025-02-03,SKU012,174,188.60656710682107
2025-02-10,SKU012,206,196.71812036419564
2025-02-17,SKU012,200,204.14980312969686
2025-02-24,SKU012,215,205.80417615317668
2025-03-03,SKU012,202,217.8151843713363
2025-03-10,SKU012,228,214.8082742160056
2025-03-17,SKU012,215,212.7238265814543
2025-03-24,SKU012,228,215.2381154958406
2025-03-31,SKU012,257,229.1528993274197
2025-04-07,SKU012,211,203.058015320143
2025-04-14,SKU012,185,200.30321273638174
2025-04-21,SKU012,210,211.98911497073487
2025-04-28,SKU012,205,201.19245366906887
2025-05-05,SKU012,205,200.10265096657207
2025-05-12,SKU012,191,200.67352275894376
2025-05-19,SKU012,201,197.40045617327368
2025-05-26,SKU012,203,194.4695513204031
2025-06-02,SKU012,195,200.7431203780145
2025-06-09,SKU012,205,196.7818075077629
2025-06-16,SKU012,211,208.17328776250122
2025-06-23,SKU012,186,197.14082309800455
2025-06-30,SKU012,167,187.3827812380253
2025-07-07,SKU012,179,166.45148551606036
2025-07-14,SKU012,188,173.63113106935486
2025-07-21,SKU012,181,176.95871357360556
2025-07-28,SKU012,147,169.2606652823706
2025-08-04,SKU012,168,162.31716701809245
2025-08-11,SKU012,164,158.6185641585918
2025-08-18,SKU012,165,161.84256430416417
2025-08-25,SKU012,190,160.14542261852205
2025-09-01,SKU012,158,160.812753562401
2025-09-08,SKU012,179,166.87061876141314
2025-09-15,SKU012,168,161.37102650885916
2025-09-22,SKU012,167,160.03167066175232
2025-09-29,SKU012,146,160.90341925843316
